"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1905819","GO:1905819","negative regulation of chromosome separation","16/732","52/28564",1.29287565775818e-13,2.33234768659576e-11,1.88623753858194e-11,"66977/12235/12236/107995/52276/18817/67177/11920/22137/67629/70385/11799/20877/268697/67052/16319",16
"GO:0051303","GO:0051303","establishment of chromosome localization","19/732","84/28564",3.2146265150553e-13,5.57614060880746e-11,4.50958739865045e-11,"108000/66977/56742/73804/52276/14579/110033/54204/67177/11920/70385/11799/54141/20877/268697/67052/100502766/16319/67849",19
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","16/732","55/28564",3.45524993448932e-13,5.77154711279512e-11,4.66761833255575e-11,"66977/12235/12236/107995/52276/18817/67177/11920/22137/67629/70385/11799/20877/268697/67052/16319",16
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","20/732","98/28564",6.07530259147784e-13,9.78557667413039e-11,7.91388100731982e-11,"329152/66977/68612/12235/12236/107995/52276/21335/18817/67177/11920/22137/67629/70385/11799/20877/268697/332110/67052/16319",20
"GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation","16/732","58/28564",8.64615764352272e-13,1.34462658525129e-10,1.08743870180785e-10,"66977/12235/12236/107995/52276/18817/67177/11920/22137/67629/70385/11799/20877/268697/67052/16319",16
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","16/732","60/28564",1.54243096742208e-12,2.31878788769119e-10,1.87527133407631e-10,"66977/12235/12236/107995/52276/18817/67177/11920/22137/67629/70385/11799/20877/268697/67052/16319",16
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","20/732","104/28564",1.96385680128747e-12,2.85709489477629e-10,2.31061589693076e-10,"329152/66977/68612/12235/12236/107995/52276/21335/18817/67177/11920/22137/67629/70385/11799/20877/268697/332110/67052/16319",20
"GO:0051306","GO:0051306","mitotic sister chromatid separation","16/732","61/28564",2.04161684869144e-12,2.8774037461245e-10,2.32704025681443e-10,"66977/12235/12236/107995/52276/18817/67177/11920/22137/67629/70385/11799/20877/268697/67052/16319",16
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","19/732","93/28564",2.25486531806778e-12,3.08164926802597e-10,2.49221956207492e-10,"329152/66977/68612/12235/12236/107995/52276/18817/67177/11920/22137/67629/70385/11799/20877/268697/332110/67052/16319",19
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","19/732","95/28564",3.36736141815223e-12,4.46670588113723e-10,3.61235520554102e-10,"329152/66977/68612/12235/12236/107995/52276/21335/18817/67177/11920/22137/67629/70385/11799/20877/268697/67052/16319",19
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","40/732","450/28564",1.11974123777e-11,1.44286656638363e-09,1.16688823725505e-09,"329152/108000/66977/68612/12235/12236/12428/18008/404710/107995/52276/269582/21335/18973/12452/107976/14235/12576/18817/12534/67177/19651/11920/22137/67629/12442/118454/70385/11799/20877/268697/20135/12449/18763/106795/67052/12532/240665/16319/67849",40
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","18/732","90/28564",1.25035108828924e-11,1.56641205782902e-09,1.26680307629305e-09,"329152/66977/68612/12235/12236/107995/52276/18817/67177/11920/22137/67629/70385/11799/20877/268697/67052/16319",18
"GO:0051784","GO:0051784","negative regulation of nuclear division","16/732","70/28564",2.01492194490866e-11,2.45602647879407e-09,1.98626018182319e-09,"66977/12235/12236/107995/52276/18817/67177/11920/22137/67629/70385/11799/20877/268697/67052/16319",16
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","13/732","42/28564",2.38167203205828e-11,2.82666864857443e-09,2.28600930500885e-09,"66977/51944/73804/52276/67177/67629/11799/54141/20877/268697/26934/67052/16319",13
"GO:0007080","GO:0007080","mitotic metaphase plate congression","14/732","53/28564",4.44613668652612e-11,5.14155806570072e-09,4.15812783233819e-09,"66977/56742/73804/52276/110033/67177/70385/11799/20877/268697/67052/100502766/16319/67849",14
"GO:0051225","GO:0051225","spindle assembly","20/732","123/28564",4.91484311484388e-11,5.54148561198648e-09,4.48156089287738e-09,"12316/72119/20878/107995/52276/54204/233406/18817/76789/12442/11799/54141/20877/193385/26934/332110/67052/100502766/16319/16551",20
"GO:0051231","GO:0051231","spindle elongation","8/732","12/28564",8.09683871901447e-11,8.90652259091591e-09,7.202964354656e-09,"16571/52276/233406/11799/20877/26934/16319/16551",8
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","19/732","118/28564",1.77874611152373e-10,1.91003451499334e-08,1.54470057053377e-08,"66977/12235/12236/107995/52276/12223/17345/18817/67177/108912/11920/22137/67629/70385/11799/20877/268697/67052/16319",19
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","35/732","392/28564",1.95403284938943e-10,2.04946236063868e-08,1.65745993222384e-08,"21956/12316/12372/72119/98932/415115/20878/227753/107995/52276/100019/320502/12391/54204/233406/233064/18817/320394/76789/218977/17888/140781/12442/11799/54141/20877/26886/193385/26934/16691/332110/67052/100502766/16319/16551",35
"GO:2001251","GO:2001251","negative regulation of chromosome organization","17/732","97/28564",4.127664706784e-10,4.2308563244536e-08,3.42161679641305e-08,"66977/12235/12236/107995/52276/18817/67177/11920/22137/67629/21973/70385/11799/20877/268697/67052/16319",17
"GO:0030198","GO:0030198","extracellular matrix organization","30/732","322/28564",1.42785606148917e-09,1.43102907495915e-07,1.15731491299649e-07,"12825/269120/14268/12831/17395/11977/20319/50706/329941/12819/100952/12843/12390/11803/14219/12822/52335/234356/17390/11606/17387/14230/76293/54409/216725/12842/108154/17880/321007/58859",30
"GO:0043062","GO:0043062","extracellular structure organization","30/732","324/28564",1.65302285147222e-09,1.58619852343398e-07,1.28280496760386e-07,"12825/269120/14268/12831/17395/11977/20319/50706/329941/12819/100952/12843/12390/11803/14219/12822/52335/234356/17390/11606/17387/14230/76293/54409/216725/12842/108154/17880/321007/58859",30
"GO:0045229","GO:0045229","external encapsulating structure organization","30/732","324/28564",1.65302285147222e-09,1.58619852343398e-07,1.28280496760386e-07,"12825/269120/14268/12831/17395/11977/20319/50706/329941/12819/100952/12843/12390/11803/14219/12822/52335/234356/17390/11606/17387/14230/76293/54409/216725/12842/108154/17880/321007/58859",30
"GO:0033044","GO:0033044","regulation of chromosome organization","25/732","246/28564",5.81532883581185e-09,5.46398605198155e-07,4.41888474037019e-07,"329152/66977/215387/68612/12235/12236/16905/107995/52276/21335/54392/18817/67177/11920/22137/67629/21973/70385/11799/20877/268697/332110/67052/16319/67849",25
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","21/732","178/28564",6.90747401817148e-09,6.35769547386804e-07,5.14165359247351e-07,"66977/12235/12236/107995/52276/269582/107976/18817/12534/67177/19651/11920/22137/67629/118454/70385/11799/20877/268697/67052/16319",21
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","19/732","147/28564",7.93302361034277e-09,7.15558729652918e-07,5.78693195996583e-07,"66977/12235/12236/107995/52276/269582/107976/18817/12534/67177/11920/22137/67629/70385/11799/20877/268697/67052/16319",19
"GO:0031638","GO:0031638","zymogen activation","15/732","90/28564",9.03622596738168e-09,7.99085864958655e-07,6.46244024292622e-07,"13806/13648/16619/16616/16617/18050/18048/16622/16612/432478/14058/18792/17387/21922/433182",15
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","8/732","19/28564",1.05428962439418e-08,8.97140793588251e-07,7.25543902388444e-07,"66977/73804/52276/67177/11799/20877/67052/16319",8
"GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","8/732","19/28564",1.05428962439418e-08,8.97140793588251e-07,7.25543902388444e-07,"51944/52276/11799/54141/20877/268697/26934/16319",8
"GO:0051783","GO:0051783","regulation of nuclear division","19/732","152/28564",1.38573006708799e-08,1.15734122269757e-06,9.3597557162961e-07,"66977/12235/12236/107995/52276/12223/17345/18817/67177/108912/11920/22137/67629/70385/11799/20877/268697/67052/16319",19
"GO:0010948","GO:0010948","negative regulation of cell cycle process","27/732","300/28564",1.96463184333578e-08,1.61099811153534e-06,1.30286111715952e-06,"66977/12235/20878/12236/107995/52276/269582/107976/12576/18817/12534/18004/67177/19651/11920/22137/67629/118454/70385/11799/20877/268697/12449/67052/214901/100502766/16319",27
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","21/732","190/28564",2.21030648189827e-08,1.75799352885772e-06,1.42174059458326e-06,"66977/12235/20878/12236/107995/52276/269582/107976/18817/12534/18004/67177/11920/22137/67629/70385/11799/20877/268697/67052/16319",21
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","29/732","342/28564",2.22185434911064e-08,1.75799352885772e-06,1.42174059458326e-06,"329152/108000/66977/68612/12235/12236/107995/52276/269582/107976/12576/18817/12534/67177/19651/11920/22137/67629/118454/70385/11799/20877/268697/20135/18763/67052/12532/16319/67849",29
"GO:0140013","GO:0140013","meiotic nuclear division","22/732","210/28564",2.73417374646538e-08,2.09326236974587e-06,1.69288227591771e-06,"66977/12316/215387/12235/20878/12236/107995/192199/232174/54204/18817/234396/56739/11920/22137/12442/21973/11799/332110/67052/214901/16319",22
"GO:0090307","GO:0090307","mitotic spindle assembly","13/732","71/28564",2.7384141865855e-08,2.09326236974587e-06,1.69288227591771e-06,"72119/107995/52276/233406/18817/76789/11799/20877/193385/26934/100502766/16319/16551",13
"GO:1903046","GO:1903046","meiotic cell cycle process","23/732","229/28564",2.93287203697599e-08,2.20454214779362e-06,1.78287747510909e-06,"66977/12316/215387/12235/20878/12236/107995/192199/232174/54204/18817/234396/56739/11920/22137/12442/21973/11799/332110/67052/214901/12532/16319",23
"GO:0030199","GO:0030199","collagen fibril organization","12/732","61/28564",4.04777679074632e-08,2.99270054528949e-06,2.420284138039e-06,"12825/269120/12831/11977/20319/100952/12843/12822/14230/216725/12842/58859",12
"GO:0045132","GO:0045132","meiotic chromosome segregation","16/732","116/28564",4.72881568580948e-08,3.4398320553227e-06,2.78189241958062e-06,"66977/12316/215387/12235/20878/12236/54204/18817/234396/56739/11920/22137/12442/21973/332110/67052",16
"GO:0090231","GO:0090231","regulation of spindle checkpoint","8/732","23/28564",6.24524729014486e-08,4.47080401246878e-06,3.61566948376808e-06,"20878/52276/67177/11799/20877/268697/67052/16319",8
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","24/732","258/28564",6.42786749685985e-08,4.52963787669343e-06,3.66325014418082e-06,"66977/12235/20878/12236/107995/52276/269582/107976/12576/18817/12534/18004/67177/19651/11920/22137/67629/118454/70385/11799/20877/268697/67052/16319",24
"GO:0008217","GO:0008217","regulation of blood pressure","22/732","222/28564",7.42190717314981e-08,5.14966174629317e-06,4.16468151497394e-06,"98660/50706/100952/12267/12843/71660/109648/13648/16619/16616/16617/18050/18048/16622/16612/11606/17888/17227/54409/19013/223780/11475",22
"GO:0048251","GO:0048251","elastic fiber assembly","6/732","11/28564",1.14895397766409e-07,7.73400364069408e-06,6.25471411249971e-06,"12825/11977/100952/76293/17880/58859",6
"GO:0051255","GO:0051255","spindle midzone assembly","6/732","11/28564",1.14895397766409e-07,7.73400364069408e-06,6.25471411249971e-06,"52276/233406/11799/20877/26934/16319",6
"GO:0085029","GO:0085029","extracellular matrix assembly","10/732","44/28564",1.29735796967044e-07,8.55330302190171e-06,6.91730539640318e-06,"12825/11977/100952/12843/11606/14230/76293/54409/17880/58859",10
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","32/732","437/28564",1.30859846676545e-07,8.55330302190171e-06,6.91730539640318e-06,"329152/108000/66977/68612/12235/20878/12236/107995/52276/269582/107976/12576/18817/12534/18004/67177/19651/11920/22137/67629/118454/70385/11799/20877/268697/20135/332110/18763/67052/12532/16319/67849",32
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","22/732","238/28564",2.51988013045405e-07,1.61048013597298e-05,1.30244221522847e-05,"66977/12235/12236/107995/52276/269582/107976/12576/18817/12534/67177/19651/11920/22137/67629/118454/70385/11799/20877/268697/67052/16319",22
"GO:0051302","GO:0051302","regulation of cell division","19/732","182/28564",2.53534566860491e-07,1.61048013597298e-05,1.30244221522847e-05,"12316/17242/20878/54635/20319/246691/55948/52276/13486/12223/233406/18817/19651/11799/20877/18654/26934/19348/16319",19
"GO:0000079","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","12/732","73/28564",3.22634770251605e-07,2.02094835254825e-05,1.6343998229851e-05,"12428/56742/55948/12452/12576/18817/12442/268697/12449/18763/18712/240665",12
"GO:1901976","GO:1901976","regulation of cell cycle checkpoint","10/732","49/28564",3.82799570022897e-07,2.36496720657982e-05,1.91261789492334e-05,"20878/52276/107976/18004/67177/11799/20877/268697/67052/16319",10
"GO:0051604","GO:0051604","protein maturation","28/732","371/28564",4.32964768624484e-07,2.61529655140236e-05,2.11506653065916e-05,"11905/56264/227753/11798/13806/242939/13648/16619/16616/16617/18050/18048/16622/16612/78388/66340/55987/432478/14058/21892/108148/78688/18792/17387/21922/216725/76483/433182",28
"GO:0016485","GO:0016485","protein processing","24/732","286/28564",4.34916277949394e-07,2.61529655140236e-05,2.11506653065916e-05,"56264/227753/11798/13806/242939/13648/16619/16616/16617/18050/18048/16622/16612/66340/55987/432478/14058/21892/78688/18792/17387/21922/216725/433182",24
"GO:0051984","GO:0051984","positive regulation of chromosome segregation","8/732","29/28564",4.77125408846426e-07,2.79459168038621e-05,2.26006772611465e-05,"215387/52276/54392/67177/11799/20877/268697/16319",8
"GO:1905820","GO:1905820","positive regulation of chromosome separation","8/732","29/28564",4.77125408846426e-07,2.79459168038621e-05,2.26006772611465e-05,"215387/52276/54392/67177/11799/20877/332110/16319",8
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","27/732","354/28564",5.64885442993969e-07,3.26619659987539e-05,2.64146836703658e-05,"13838/19264/76089/54635/12428/20319/56742/55948/24047/12452/12576/12391/16202/18817/17311/11606/12442/268697/15357/12449/18763/18712/12411/240665/54612/14869/225884",27
"GO:0090266","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","7/732","21/28564",5.99632157357414e-07,3.38042628710242e-05,2.73384924374137e-05,"52276/67177/11799/20877/268697/67052/16319",7
"GO:1903504","GO:1903504","regulation of mitotic spindle checkpoint","7/732","21/28564",5.99632157357414e-07,3.38042628710242e-05,2.73384924374137e-05,"52276/67177/11799/20877/268697/67052/16319",7
"GO:1904029","GO:1904029","regulation of cyclin-dependent protein kinase activity","12/732","78/28564",6.78100685963338e-07,3.77559764653661e-05,3.05343583737877e-05,"12428/56742/55948/12452/12576/18817/12442/268697/12449/18763/18712/240665",12
"GO:0010639","GO:0010639","negative regulation of organelle organization","28/732","381/28564",7.37272814488881e-07,4.05500047968885e-05,3.27939705032603e-05,"17926/66977/72119/12235/227753/12236/16905/107995/52276/320502/12391/18817/80986/67177/78688/11920/22137/67629/21973/70385/11799/20877/268697/12449/22153/67052/100502766/16319",28
"GO:0007143","GO:0007143","female meiotic nuclear division","9/732","43/28564",1.17324570001952e-06,6.37510615311812e-05,5.1557341161289e-05,"215387/20878/54204/18817/11920/22137/12442/21973/67052",9
"GO:0045787","GO:0045787","positive regulation of cell cycle","26/732","350/28564",1.4929317728741e-06,8.01562178055024e-05,6.48246690853229e-05,"667118/215387/68612/20878/56742/52276/54392/12223/12576/233552/12534/14219/67177/11799/54141/20877/268697/20135/26934/332110/18763/67052/18712/12532/16319/67849",26
"GO:0044771","GO:0044771","meiotic cell cycle phase transition","5/732","10/28564",2.4692412009484e-06,0.000129491602514852,0.000104723632329085,"22137/12442/332110/67052/12532",5
"GO:0090306","GO:0090306","meiotic spindle assembly","5/732","10/28564",2.4692412009484e-06,0.000129491602514852,0.000104723632329085,"12316/20878/54204/12442/67052",5
"GO:0051656","GO:0051656","establishment of organelle localization","30/732","454/28564",2.69068150508027e-06,0.000136575138371422,0.000110452294189982,"108000/66977/20619/72080/19215/16905/56742/73804/52276/100019/14579/21335/110033/54204/18817/67177/11920/103583/70385/11799/54141/20877/245828/268697/332110/18607/67052/100502766/16319/67849",30
"GO:0051321","GO:0051321","meiotic cell cycle","25/732","339/28564",2.69314501203021e-06,0.000136575138371422,0.000110452294189982,"66977/12316/215387/12235/20878/12236/107995/192199/22026/232174/54204/17345/18817/234396/56739/11920/22137/12442/21973/11799/332110/67052/214901/12532/16319",25
"GO:0007292","GO:0007292","female gamete generation","17/732","174/28564",2.69516348449147e-06,0.000136575138371422,0.000110452294189982,"12316/56436/17242/215387/20878/54204/18817/11606/18792/56739/11920/22137/12442/21973/217216/268697/67052",17
"GO:0032963","GO:0032963","collagen metabolic process","14/732","121/28564",2.81310883406511e-06,0.000139424803129179,0.000112756901118592,"14268/12831/17395/100952/12843/52377/14219/17390/17387/76293/216725/17534/12842/66270",14
"GO:0045786","GO:0045786","negative regulation of cell cycle","27/732","385/28564",2.81322773497901e-06,0.000139424803129179,0.000112756901118592,"66977/12235/20878/12236/107995/52276/269582/107976/12576/18817/12534/18004/67177/19651/11920/22137/67629/118454/70385/11799/20877/268697/12449/67052/214901/100502766/16319",27
"GO:0006936","GO:0006936","muscle contraction","24/732","318/28564",2.85201511136314e-06,0.000139810740785302,0.000113069020147291,"21956/12372/98660/54598/227753/66240/13806/22004/320502/12391/233199/71960/56188/14219/11606/17888/140781/108015/16518/17880/30948/433182/11474/11475",24
"GO:0071459","GO:0071459","protein localization to chromosome, centromeric region","7/732","26/28564",3.03361942922475e-06,0.000147114232535523,0.000118975566748882,"12236/12534/67177/22137/70385/20877/67052",7
"GO:0055001","GO:0055001","muscle cell development","20/732","235/28564",3.16043689529945e-06,0.000151633727636176,0.00012263061413452,"21956/12372/98932/415115/16905/12390/320502/12391/11606/17888/140781/54409/193385/19013/16691/17880/74116/30948/11474/58859",20
"GO:0003012","GO:0003012","muscle system process","29/732","436/28564",3.46287550919661e-06,0.000164395458383966,0.000132951397666108,"17926/21956/12372/98660/54598/227753/66240/16905/13806/22004/320502/12391/233199/71960/56188/14219/11606/78688/17888/140781/108015/16518/19013/17880/74116/30948/433182/11474/11475",29
"GO:0034501","GO:0034501","protein localization to kinetochore","6/732","18/28564",3.95908733387285e-06,0.000184077153358418,0.000148868557915024,"12534/67177/22137/70385/20877/67052",6
"GO:1903083","GO:1903083","protein localization to condensed chromosome","6/732","18/28564",3.95908733387285e-06,0.000184077153358418,0.000148868557915024,"12534/67177/22137/70385/20877/67052",6
"GO:0051987","GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","5/732","12/28564",7.43576852582525e-06,0.000335353160514719,0.000271209873073521,"52276/11799/20877/268697/16319",5
"GO:0090232","GO:0090232","positive regulation of spindle checkpoint","5/732","12/28564",7.43576852582525e-06,0.000335353160514719,0.000271209873073521,"52276/11799/20877/67052/16319",5
"GO:0090267","GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","5/732","12/28564",7.43576852582525e-06,0.000335353160514719,0.000271209873073521,"52276/11799/20877/67052/16319",5
"GO:1905517","GO:1905517","macrophage migration","10/732","67/28564",7.62860146734426e-06,0.00034064349126458,0.000275488317710764,"17242/17395/100952/12267/71660/17390/17387/20304/17470/83433",10
"GO:0052548","GO:0052548","regulation of endopeptidase activity","25/732","368/28564",1.12537866368787e-05,0.000497593899336497,0.000402418686241326,"13838/17395/12258/332579/227753/11798/19703/20319/22035/55948/326623/14433/66340/14219/78688/12955/12424/20317/11799/18053/17951/432763/16644/12954/30948",25
"GO:0090235","GO:0090235","regulation of metaphase plate congression","5/732","13/28564",1.18278722052566e-05,0.000517900035395214,0.000418840850191252,"52276/11799/54141/20877/16319",5
"GO:0051383","GO:0051383","kinetochore organization","6/732","22/28564",1.45780380014904e-05,0.000632182224872325,0.00051126418699559,"66977/320394/67177/218977/26886/67052",6
"GO:0090068","GO:0090068","positive regulation of cell cycle process","20/732","262/28564",1.596754303797e-05,0.000685843991440425,0.000554662021318957,"215387/68612/20878/52276/54392/12223/12534/14219/67177/11799/54141/20877/268697/20135/26934/332110/67052/12532/16319/67849",20
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","24/732","353/28564",1.6547168047789e-05,0.000703330712966085,0.000568804042578477,"13838/19264/14268/252864/332579/67071/76089/54635/404710/24047/100952/109648/215449/14219/11606/319520/56291/20304/75607/15357/83433/11475/14869/225884",24
"GO:0090224","GO:0090224","regulation of spindle organization","8/732","45/28564",1.66865601524105e-05,0.000703330712966085,0.000568804042578477,"72119/56742/21335/18817/54141/193385/332110/18763",8
