"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","39/1269","220/28564",1.33186134124888e-13,2.41112829019194e-11,2.04831089033449e-11,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/21881/18746/18103/71679/11951/407785/17993/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/73707/225887/17995",39
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","38/1269","211/28564",1.63434674548513e-13,2.78759793376586e-11,2.36813081611347e-11,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/18746/18103/71679/11951/407785/17993/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/73707/225887/17995",38
"GO:0007059","GO:0007059","chromosome segregation","57/1269","429/28564",1.64601020850937e-13,2.78759793376586e-11,2.36813081611347e-11,"108000/381318/66977/12316/72119/215387/68612/12235/20878/51944/76464/56292/16571/67037/56742/69928/73804/107995/52276/21335/66993/54392/110033/12055/17345/18817/12447/68953/66311/234396/218977/71988/108912/22137/67629/12442/21973/70385/11799/12189/208092/54141/66156/20877/70218/268465/26886/268697/60411/72107/26934/223970/72415/67052/100502766/66468/67849",57
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","57/1269","434/28564",2.69421682452431e-13,4.4201994777352e-11,3.75506469918076e-11,"67273/98660/67126/11636/68375/18639/54405/104130/66377/68603/11983/74246/67680/64059/595136/230075/57423/11958/16548/66437/68202/68198/56312/66091/66043/75406/66916/67184/18746/14635/11676/56012/18103/71679/50773/11951/407785/17993/15357/102631912/66218/12257/28080/83433/69875/68342/78330/17991/52538/11474/107197/67264/14544/73707/225887/17995/56327",57
"GO:0098813","GO:0098813","nuclear chromosome segregation","49/1269","338/28564",3.17658095667045e-13,5.05365152197572e-11,4.29319729295461e-11,"108000/381318/66977/12316/72119/215387/68612/12235/20878/51944/76464/56292/16571/56742/69928/73804/107995/52276/21335/66993/54392/110033/12055/18817/12447/68953/234396/71988/22137/67629/12442/21973/70385/11799/208092/54141/66156/20877/70218/268465/268697/60411/72107/26934/223970/72415/67052/100502766/67849",49
"GO:0009259","GO:0009259","ribonucleotide metabolic process","58/1269","453/28564",4.94520220824752e-13,7.63597399802926e-11,6.48694172023057e-11,"67273/98660/67126/11636/68375/18639/54405/104130/66377/68603/11983/74246/67680/64059/595136/230075/57423/11958/16548/66437/68202/68198/56312/66091/66043/75406/66916/67184/18746/14635/11676/56012/18103/71679/50773/11951/407785/17993/15357/102631912/66218/12257/64705/28080/83433/69875/68342/78330/17991/52538/11474/107197/67264/14544/73707/225887/17995/56327",58
"GO:0140053","GO:0140053","mitochondrial gene expression","32/1269","167/28564",2.35451889229249e-12,3.53177833843874e-10,3.00032978846415e-10,"107733/99045/15108/66292/75593/64658/101122/24030/67308/67994/52443/103172/66047/102060/234384/94065/66242/66121/68836/56282/216767/64656/64660/68572/121022/68611/67267/68463/68565/66419/353242/94063",32
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","39/1269","241/28564",2.63441298738167e-12,3.84185227326494e-10,3.26374497881174e-10,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/20750/57423/11958/68202/68198/66091/66043/75406/66916/67184/18746/18103/71679/11951/407785/17993/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/73707/225887/17995",39
"GO:0000819","GO:0000819","sister chromatid segregation","39/1269","243/28564",3.43303420918683e-12,4.87119718871104e-10,4.13819799269548e-10,"381318/66977/72119/215387/68612/12235/51944/56292/56742/73804/107995/52276/21335/66993/54392/110033/12055/18817/68953/71988/22137/67629/21973/70385/11799/208092/54141/66156/20877/70218/268697/60411/72107/26934/223970/72415/67052/100502766/67849",39
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","38/1269","233/28564",3.92799839196823e-12,5.42683988364032e-10,4.61022969162587e-10,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/18746/18103/71679/11951/407785/17993/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/73707/225887/17995",38
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","41/1269","271/28564",6.81324901698704e-12,9.17168136902101e-10,7.79156169634928e-10,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/18746/21877/18103/71679/11951/407785/17993/20135/102631912/78801/66218/28080/83433/69875/68342/78330/17991/107197/67264/73707/225887/17995",41
"GO:0009165","GO:0009165","nucleotide biosynthetic process","40/1269","266/28564",1.49004902121129e-11,1.95568934033981e-09,1.66140465865059e-09,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/18746/21877/18103/71679/11951/407785/17993/20135/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/73707/225887/17995",40
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","33/1269","190/28564",1.77495233387934e-11,2.27280481777233e-09,1.93080180709801e-09,"381318/66977/72119/215387/12235/51944/56292/56742/73804/107995/52276/54392/110033/18817/68953/71988/22137/67629/70385/11799/208092/54141/66156/20877/70218/268697/60411/72107/26934/72415/67052/100502766/67849",33
"GO:0140014","GO:0140014","mitotic nuclear division","39/1269","280/28564",2.75885571688795e-10,3.44856964610994e-08,2.92964202317149e-08,"381318/66977/72119/215387/68612/12235/20878/51944/56292/56742/73804/107995/52276/54392/23980/110033/17345/18817/68953/71988/108912/22137/67629/20698/70385/11799/208092/54141/66156/20877/70218/268697/60411/72107/26934/72415/67052/100502766/67849",39
"GO:0000280","GO:0000280","nuclear division","52/1269","456/28564",5.69566704279131e-10,6.95401208712892e-08,5.90759883973238e-08,"381318/66977/12316/72119/215387/68612/12235/20878/51944/56292/56742/69928/73804/22417/107995/52276/54392/23980/19362/110033/17345/18817/12447/68953/54427/234396/71988/108912/102632837/22137/67629/12442/21973/20698/70385/11799/208092/54141/66156/20877/70218/60530/268465/268697/60411/72107/26934/72415/67052/74377/100502766/67849",52
"GO:0051983","GO:0051983","regulation of chromosome segregation","23/1269","130/28564",1.38576962783866e-08,1.65347512412567e-06,1.4046664864001e-06,"66977/215387/68612/12235/73804/107995/52276/21335/66993/54392/12055/17345/18817/108912/22137/67629/70385/11799/66156/20877/268697/223970/67052",23
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","13/1269","42/28564",1.89151525735794e-08,2.20676780025093e-06,1.87470178840365e-06,"66977/51944/76464/73804/52276/67629/11799/54141/20877/268697/26934/72415/67052",13
"GO:0006123","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","9/1269","19/28564",4.04464372145647e-08,4.61616946470575e-06,3.92154586906432e-06,"12859/84682/12861/12862/12865/12857/12866/12864/12868",9
"GO:0051310","GO:0051310","metaphase plate congression","16/1269","69/28564",4.33427492813344e-08,4.84147731334055e-06,4.11295025095216e-06,"108000/66977/56742/73804/52276/110033/68953/70385/11799/208092/54141/20877/268697/67052/100502766/67849",16
"GO:0007080","GO:0007080","mitotic metaphase plate congression","14/1269","53/28564",5.13857105374368e-08,5.62031209003215e-06,4.77458893743684e-06,"66977/56742/73804/52276/110033/68953/70385/11799/208092/20877/268697/67052/100502766/67849",14
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","43/1269","392/28564",5.38249017034062e-08,5.76695375393638e-06,4.89916452239167e-06,"13007/21956/12316/72119/17868/98932/20878/227753/12373/69928/107995/52276/100019/12615/76571/69871/12391/67994/21955/18817/68953/66311/20054/50783/234384/218977/68680/12442/16785/16669/11799/208092/54141/20877/216767/26886/60411/11472/26934/432995/67052/100502766/18175",43
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","24/1269","156/28564",1.09679593150766e-07,1.15163572808304e-05,9.78341970904833e-06,"66977/72119/72080/20878/16571/56742/16765/107995/52276/21335/12615/18817/68953/218977/70385/11799/208092/20877/26886/268697/26934/18763/67052/100502766",24
"GO:0007052","GO:0007052","mitotic spindle organization","21/1269","125/28564",1.46739114147841e-07,1.51054970446307e-05,1.28324793941053e-05,"66977/72119/20878/16571/56742/16765/107995/52276/21335/18817/68953/218977/11799/208092/20877/26886/268697/26934/18763/67052/100502766",21
"GO:0016053","GO:0016053","organic acid biosynthetic process","36/1269","313/28564",2.01155125309022e-07,2.03089309206224e-05,1.7252920363043e-05,"266645/94284/14262/66447/19225/11898/19215/15108/236539/13123/14863/26922/13118/13119/13117/257635/109900/16832/12035/11677/11812/12036/23887/338521/12623/268756/94180/18746/19659/17918/20698/12189/11686/12116/329008/14869",36
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","10/1269","29/28564",2.67180534076582e-07,2.64659963000388e-05,2.2483493999652e-05,"67273/68375/230075/75406/66148/407785/66218/67264/225887/17995",10
"GO:0007051","GO:0007051","spindle organization","26/1269","189/28564",3.21817639791272e-07,3.12878260908181e-05,2.65797532123902e-05,"66977/12316/72119/20878/51944/16571/56742/16765/69885/107995/52276/21335/18817/68953/218977/12442/11799/208092/54141/20877/26886/268697/26934/18763/67052/100502766",26
"GO:0030199","GO:0030199","collagen fibril organization","14/1269","61/28564",3.45081424018611e-07,3.29395904745038e-05,2.79829663840546e-05,"12825/56429/20319/100952/12843/17022/237360/12822/12306/14230/216725/12842/16948/210719",14
"GO:0031577","GO:0031577","spindle checkpoint signaling","13/1269","53/28564",3.95482762346596e-07,3.70765089699933e-05,3.14973771440324e-05,"66977/12235/20878/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",13
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","35/1269","310/28564",4.61085476919079e-07,4.24683991899152e-05,3.60779162641946e-05,"266645/94284/66447/19225/11898/19215/15108/236539/13123/14863/26922/13118/13119/13117/257635/109900/16832/12035/11677/11812/12036/23887/338521/12623/268756/94180/18746/19659/17918/20698/12189/11686/12116/329008/14869",35
"GO:0051304","GO:0051304","chromosome separation","16/1269","82/28564",5.48896534015814e-07,4.96846000617762e-05,4.22082507191471e-05,"66977/215387/12235/107995/52276/54392/18817/22137/67629/21973/70385/11799/66156/20877/268697/67052",16
"GO:1905818","GO:1905818","regulation of chromosome separation","15/1269","73/28564",6.1411296349503e-07,5.38945858671928e-05,4.57847338986057e-05,"66977/215387/12235/107995/52276/54392/18817/22137/67629/70385/11799/66156/20877/268697/67052",15
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","39/1269","370/28564",6.15938124196489e-07,5.38945858671928e-05,4.57847338986057e-05,"11905/11807/19225/67701/320415/21857/20713/20319/11983/20731/23980/76571/69871/14080/232345/11812/68845/15461/67866/17751/78688/16426/12955/20616/78709/624219/11799/66222/14938/19276/20701/20700/20702/20704/271047/20715/66968/74116/56327",39
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","18/1269","104/28564",7.12409276372985e-07,6.13139131304619e-05,5.20876290594019e-05,"66977/68612/12235/107995/52276/21335/66993/12055/18817/22137/67629/70385/11799/66156/20877/268697/223970/67052",18
"GO:0051303","GO:0051303","establishment of chromosome localization","16/1269","84/28564",7.72632009872597e-07,6.54244847069538e-05,5.55796574843836e-05,"108000/66977/56742/73804/52276/110033/68953/70385/11799/208092/54141/20877/268697/67052/100502766/67849",16
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling","12/1269","48/28564",8.85507815272866e-07,7.16247126988774e-05,6.08468987879987e-05,"66977/12235/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",12
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling","12/1269","48/28564",8.85507815272866e-07,7.16247126988774e-05,6.08468987879987e-05,"66977/12235/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",12
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","17/1269","95/28564",8.86782157224196e-07,7.16247126988774e-05,6.08468987879987e-05,"66977/68612/12235/107995/52276/21335/66993/12055/18817/22137/67629/70385/11799/66156/20877/268697/67052",17
"GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation","13/1269","58/28564",1.20631438101974e-06,9.59568257629336e-05,8.15176081719398e-05,"66977/12235/107995/52276/18817/22137/67629/70385/11799/66156/20877/268697/67052",13
"GO:0010639","GO:0010639","negative regulation of organelle organization","39/1269","381/28564",1.28263280426832e-06,0.000100504809289681,8.53812284632341e-05,"17926/66977/72119/12235/227753/56292/666244/19241/16765/107995/52276/76571/19240/12391/56312/23991/18817/80986/78688/14629/235180/22137/67629/56295/21973/69535/70385/11799/20877/268697/20259/12257/26425/22042/12449/67052/100502766/52538/14297",39
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","17/1269","98/28564",1.39421344565582e-06,0.000102212480559944,8.68319358661621e-05,"66977/68612/12235/107995/52276/21335/66993/12055/18817/22137/67629/70385/11799/66156/20877/268697/67052",17
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation","12/1269","50/28564",1.42124020588113e-06,0.000102212480559944,8.68319358661621e-05,"66977/12235/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",12
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation","12/1269","50/28564",1.42124020588113e-06,0.000102212480559944,8.68319358661621e-05,"66977/12235/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",12
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","12/1269","50/28564",1.42124020588113e-06,0.000102212480559944,8.68319358661621e-05,"66977/12235/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",12
"GO:0071174","GO:0071174","mitotic spindle checkpoint signaling","12/1269","50/28564",1.42124020588113e-06,0.000102212480559944,8.68319358661621e-05,"66977/12235/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",12
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation","12/1269","50/28564",1.42124020588113e-06,0.000102212480559944,8.68319358661621e-05,"66977/12235/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",12
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","16/1269","90/28564",2.02131842243885e-06,0.000141492289570719,0.000120201068854363,"66977/68612/12235/107995/52276/66993/12055/18817/22137/67629/70385/11799/66156/20877/268697/67052",16
"GO:0050000","GO:0050000","chromosome localization","16/1269","90/28564",2.02131842243885e-06,0.000141492289570719,0.000120201068854363,"108000/66977/56742/73804/52276/110033/68953/70385/11799/208092/54141/20877/268697/67052/100502766/67849",16
"GO:0051306","GO:0051306","mitotic sister chromatid separation","13/1269","61/28564",2.2176937852089e-06,0.0001497944497973,0.000127253951637325,"66977/12235/107995/52276/18817/22137/67629/70385/11799/66156/20877/268697/67052",13
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","12/1269","52/28564",2.2255175398456e-06,0.0001497944497973,0.000127253951637325,"66977/12235/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",12
"GO:1905819","GO:1905819","negative regulation of chromosome separation","12/1269","52/28564",2.2255175398456e-06,0.0001497944497973,0.000127253951637325,"66977/12235/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",12
"GO:0003012","GO:0003012","muscle system process","42/1269","436/28564",2.47012560959251e-06,0.000164153917093173,0.000139452660997248,"57814/15559/17926/21956/98660/19225/17868/11435/68949/227753/18128/66240/12373/22004/16511/243547/12391/16846/21955/232854/56188/20266/21953/17904/216459/14219/13057/74166/78688/20855/21924/20698/17896/56012/18436/407785/17993/11472/238161/11629/74116/11474",42
"GO:0051383","GO:0051383","kinetochore organization","8/1269","22/28564",2.71725188839277e-06,0.000176780143198753,0.000150178940698369,"66977/69928/12615/66311/218977/26886/60411/67052",8
"GO:0006941","GO:0006941","striated muscle contraction","23/1269","173/28564",2.74507705742986e-06,0.000176780143198753,0.000150178940698369,"57814/21956/98660/17868/11435/68949/227753/66240/12373/16511/12391/21955/56188/20266/21953/14219/74166/20855/21924/17896/56012/238161/11474",23
"GO:0051985","GO:0051985","negative regulation of chromosome segregation","12/1269","53/28564",2.76113747472337e-06,0.000176780143198753,0.000150178940698369,"66977/12235/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",12
