"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010639","GO:0010639","negative regulation of organelle organization","26/404","390/28905",6.46175955778033e-11,4.37692770045875e-09,3.34060777138077e-09,"17926/66977/72119/12235/227753/12236/16905/107995/52276/320502/12391/18817/80986/78688/22137/67629/21973/70385/11799/20877/268697/12449/22153/67052/100502766/16319",26
"GO:0030199","GO:0030199","collagen fibril organization","12/404","63/28905",6.63279767001966e-11,4.40958215469825e-09,3.36553066960257e-09,"12825/269120/12831/20319/100952/12843/12833/12822/14230/216725/12842/58859",12
"GO:1905820","GO:1905820","positive regulation of chromosome separation","9/404","28/28905",1.01734351304145e-10,6.62098179726222e-09,5.05333986754832e-09,"215387/68612/107995/52276/54392/11799/20877/332110/16319",9
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","19/404","205/28905",1.03279938898798e-10,6.62098179726222e-09,5.05333986754832e-09,"66977/12235/20878/12236/107995/52276/269582/107976/18817/12534/67177/22137/67629/70385/11799/20877/268697/67052/16319",19
"GO:0031638","GO:0031638","zymogen activation","13/404","82/28905",1.19589918411726e-10,7.48888705389647e-09,5.71575223612154e-09,"13806/13648/16619/16616/16617/18050/18048/16622/16612/432478/17387/21922/433182",13
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","18/404","183/28905",1.20990375801113e-10,7.48888705389647e-09,5.71575223612154e-09,"66977/12235/12236/107995/52276/269582/107976/18817/12534/22137/67629/118454/70385/11799/20877/268697/67052/16319",18
"GO:0010948","GO:0010948","negative regulation of cell cycle process","23/404","314/28905",1.31663192602723e-10,8.01137053294533e-09,6.11452792765187e-09,"66977/12235/20878/12236/107995/52276/269582/107976/18817/12534/67177/22137/67629/118454/70385/11799/20877/268697/12449/67052/214901/100502766/16319",23
"GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","8/404","21/28905",2.35939134293997e-10,1.41170248685908e-08,1.07745537994259e-08,"51944/52276/11799/54141/20877/268697/26934/16319",8
"GO:0090307","GO:0090307","mitotic spindle assembly","12/404","72/28905",3.41031359711889e-10,2.00705341207489e-08,1.53184577968947e-08,"72119/107995/52276/233406/18817/11799/20877/26934/18140/100502766/16319/16551",12
"GO:0051656","GO:0051656","establishment of organelle localization","28/404","498/28905",5.90902087496313e-10,3.42151370018026e-08,2.61140599958048e-08,"108000/66977/72080/19215/51944/67037/16905/56742/73804/52276/21335/110033/54204/18817/67177/67629/70385/11799/54141/20877/245828/268697/26934/332110/67052/100502766/16319/67849",28
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","8/404","24/28905",8.22020200645396e-10,4.68421034970948e-08,3.57513547582284e-08,"66977/73804/52276/67177/11799/20877/67052/16319",8
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","23/404","347/28905",9.32859971603752e-10,5.2327614032148e-08,3.99380675342856e-08,"108000/66977/68612/12235/12236/107995/52276/269582/107976/18817/12534/22137/67629/118454/70385/11799/20877/268697/20135/67052/12532/16319/67849",23
"GO:0085029","GO:0085029","extracellular matrix assembly","10/404","49/28905",1.28764010208478e-09,7.11173533305288e-08,5.42789827648047e-08,"12825/100952/12843/12833/11606/14230/76293/54409/17880/58859",10
"GO:0003012","GO:0003012","muscle system process","26/404","449/28905",1.33077435399123e-09,7.23860595580076e-08,5.52472989384236e-08,"17926/21956/12372/98660/227753/66240/16905/13806/22004/320502/12391/233199/71960/56188/12833/11606/78688/17888/140781/108015/17880/74116/30948/433182/11474/11475",26
"GO:0051255","GO:0051255","spindle midzone assembly","6/404","10/28905",1.43904571073385e-09,7.7107076142306e-08,5.88505260807573e-08,"52276/233406/11799/20877/26934/16319",6
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","26/404","453/28905",1.60322123928932e-09,8.46406507213038e-08,6.46003852301873e-08,"108000/66977/68612/12235/20878/12236/107995/52276/269582/107976/18817/12534/67177/22137/67629/118454/70385/11799/20877/268697/20135/332110/67052/12532/16319/67849",26
"GO:0140013","GO:0140013","meiotic nuclear division","18/404","215/28905",1.67173124156337e-09,8.69784805393117e-08,6.63846898823716e-08,"66977/12316/215387/20878/107995/192199/54204/18817/234396/56739/22137/12442/21973/11799/332110/67052/214901/16319",18
"GO:0055001","GO:0055001","muscle cell development","19/404","242/28905",1.72683686488821e-09,8.85620620706956e-08,6.75933287113387e-08,"21956/12372/98932/415115/16905/320502/12391/233199/12833/11606/17888/140781/54409/16691/17880/74116/30948/11474/58859",19
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","20/404","271/28905",1.88587483144937e-09,9.53562062662429e-08,7.27788315235392e-08,"66977/12235/20878/12236/107995/52276/269582/107976/18817/12534/67177/22137/67629/118454/70385/11799/20877/268697/67052/16319",20
"GO:0051321","GO:0051321","meiotic cell cycle","22/404","351/28905",6.06687274170154e-09,2.98951061219839e-07,2.28168776529905e-07,"17215/66977/12316/215387/20878/107995/192199/54204/17345/18817/17218/234396/56739/22137/12442/21973/11799/332110/67052/214901/12532/16319",22
"GO:0051984","GO:0051984","positive regulation of chromosome segregation","8/404","30/28905",6.07894915572375e-09,2.98951061219839e-07,2.28168776529905e-07,"215387/52276/54392/12534/11799/20877/268697/16319",8
"GO:0006936","GO:0006936","muscle contraction","21/404","324/28905",7.50822877063245e-09,3.64250557926629e-07,2.7800738961531e-07,"21956/12372/98660/227753/66240/13806/22004/320502/12391/233199/71960/56188/11606/17888/140781/108015/17880/30948/433182/11474/11475",21
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","18/404","244/28905",1.23264556868362e-08,5.90026345543224e-07,4.50326514425747e-07,"66977/12235/12236/107995/52276/269582/107976/18817/12534/22137/67629/118454/70385/11799/20877/268697/67052/16319",18
"GO:0090068","GO:0090068","positive regulation of cell cycle process","19/404","275/28905",1.40717549456278e-08,6.64705266510576e-07,5.07323796723949e-07,"215387/68612/12235/20878/107995/52276/54392/12534/11799/54141/20877/268697/20135/26934/332110/67052/12532/16319/67849",19
"GO:0045786","GO:0045786","negative regulation of cell cycle","23/404","401/28905",1.44542212125774e-08,6.73904599391595e-07,5.14345014577429e-07,"66977/12235/20878/12236/107995/52276/269582/107976/18817/12534/67177/22137/67629/118454/70385/11799/20877/268697/12449/67052/214901/100502766/16319",23
"GO:0031032","GO:0031032","actomyosin structure organization","17/404","223/28905",1.93350312550343e-08,8.89907207763759e-07,6.79204944087103e-07,"17926/21956/12372/98932/415115/404710/320502/12391/233199/71960/17888/140781/12797/68743/26934/16691/17880",17
"GO:0044771","GO:0044771","meiotic cell cycle phase transition","6/404","14/28905",1.96248772129977e-08,8.91814040438756e-07,6.80660298273591e-07,"107995/22137/12442/332110/67052/12532",6
"GO:0045132","GO:0045132","meiotic chromosome segregation","12/404","102/28905",2.05759466812957e-08,9.23345607323145e-07,7.04726173834378e-07,"66977/12316/215387/20878/54204/18817/56739/22137/12442/21973/332110/67052",12
"GO:0032963","GO:0032963","collagen metabolic process","13/404","124/28905",2.1663107013686e-08,9.60130298507812e-07,7.32801397746909e-07,"14268/12831/17395/100952/12843/52377/12833/17390/17387/76293/216725/17534/12842",13
"GO:0090231","GO:0090231","regulation of spindle checkpoint","7/404","25/28905",3.82776998375023e-08,1.67581637093455e-06,1.27903533603361e-06,"20878/52276/11799/20877/268697/67052/16319",7
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","13/404","131/28905",4.19878135230923e-08,1.80159245209066e-06,1.37503156510541e-06,"50706/71660/13648/16619/16616/16617/18050/18048/16622/16612/11606/17227/223780",13
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","14/404","155/28905",4.21542523608956e-08,1.80159245209066e-06,1.37503156510541e-06,"108000/12428/18008/269582/107976/14235/18817/12534/12442/11799/20877/268697/67052/12532",14
"GO:0007292","GO:0007292","female gamete generation","15/404","181/28905",4.40564530280386e-08,1.84754276425735e-06,1.41010227689837e-06,"12316/56436/17242/215387/20878/54204/18817/11606/56739/22137/12442/21973/217216/268697/67052",15
"GO:0045787","GO:0045787","positive regulation of cell cycle","21/404","359/28905",4.42586846033793e-08,1.84754276425735e-06,1.41010227689837e-06,"215387/68612/12235/20878/56742/107995/52276/54392/233552/12534/11799/54141/20877/268697/20135/26934/332110/67052/12532/16319/67849",21
"GO:0016485","GO:0016485","protein processing","18/404","279/28905",9.5775565277159e-08,3.95211815339081e-06,3.0163798719473e-06,"227753/13806/242939/13648/16619/16616/16617/18050/18048/16622/16612/66340/432478/78688/17387/21922/216725/433182",18
"GO:1901970","GO:1901970","positive regulation of mitotic sister chromatid separation","6/404","18/28905",1.15701233794845e-07,4.72008442413061e-06,3.60251568861222e-06,"68612/107995/52276/11799/20877/16319",6
"GO:0030239","GO:0030239","myofibril assembly","10/404","78/28905",1.37526683371782e-07,5.54742464387299e-06,4.2339675554908e-06,"21956/12372/98932/415115/320502/12391/233199/17888/140781/16691",10
"GO:0007143","GO:0007143","female meiotic nuclear division","8/404","45/28905",1.86409106858109e-07,7.43565215134012e-06,5.6751216976802e-06,"215387/20878/54204/18817/22137/12442/21973/67052",8
"GO:0000281","GO:0000281","mitotic cytokinesis","10/404","81/28905",1.97798226229103e-07,7.71843078437479e-06,5.89094717247547e-06,"404710/52276/18817/80986/68743/11799/20877/26934/19348/16319",10
"GO:0055002","GO:0055002","striated muscle cell development","10/404","81/28905",1.97798226229103e-07,7.71843078437479e-06,5.89094717247547e-06,"21956/12372/98932/415115/320502/12391/233199/17888/140781/16691",10
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","14/404","177/28905",2.21207509458201e-07,8.53908558016068e-06,6.51729651522013e-06,"17395/12258/20319/55948/14433/100039229/78688/12955/20317/11799/16644/12954/100042025/30948",14
"GO:0048251","GO:0048251","elastic fiber assembly","5/404","11/28905",2.24343559103669e-07,8.56801465087417e-06,6.5393760845112e-06,"12825/100952/76293/17880/58859",5
"GO:0052547","GO:0052547","regulation of peptidase activity","22/404","434/28905",2.56052129449776e-07,9.67607520762837e-06,7.38508247044616e-06,"11905/17395/12258/332579/227753/20319/55948/14433/52377/66340/100039229/78688/12955/20317/11799/18053/432763/16644/74116/12954/100042025/30948",22
"GO:1901976","GO:1901976","regulation of cell cycle checkpoint","8/404","48/28905",3.14605735976237e-07,1.1764943668278e-05,8.9793720476551e-06,"20878/52276/107976/11799/20877/268697/67052/16319",8
"GO:0052548","GO:0052548","regulation of endopeptidase activity","19/404","336/28905",3.27784782813298e-07,1.21314161886571e-05,9.2590753083344e-06,"17395/12258/332579/227753/20319/55948/14433/66340/100039229/78688/12955/20317/11799/18053/432763/16644/12954/100042025/30948",19
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","11/404","108/28905",3.56053100925229e-07,1.30431697175671e-05,9.95495404627681e-06,"404710/52276/54204/18817/80986/68743/11799/20877/26934/19348/16319",11
"GO:0090267","GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","5/404","12/28905",3.80172287037262e-07,1.37860455602401e-05,1.05219400654757e-05,"52276/11799/20877/67052/16319",5
"GO:1905517","GO:1905517","macrophage migration","9/404","67/28905",3.89338846711299e-07,1.39772645969356e-05,1.06678843998896e-05,"17242/17395/100952/12267/71660/17390/17387/20304/83433",9
"GO:0090266","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","6/404","22/28905",4.43521256343758e-07,1.56102089242558e-05,1.19141984547245e-05,"52276/11799/20877/268697/67052/16319",6
"GO:1903504","GO:1903504","regulation of mitotic spindle checkpoint","6/404","22/28905",4.43521256343758e-07,1.56102089242558e-05,1.19141984547245e-05,"52276/11799/20877/268697/67052/16319",6
"GO:0051302","GO:0051302","regulation of cell division","14/404","188/28905",4.6226958475358e-07,1.61121146530617e-05,1.22972685652894e-05,"12316/17242/20878/20319/55948/52276/233406/18817/11799/20877/18654/26934/19348/16319",14
"GO:0010466","GO:0010466","negative regulation of peptidase activity","16/404","251/28905",5.80875768677583e-07,2.00513847072358e-05,1.53038423670825e-05,"11905/17395/12258/20319/55948/14433/100039229/78688/12955/20317/11799/16644/74116/12954/100042025/30948",16
"GO:0051987","GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","5/404","13/28905",6.1068748658766e-07,2.04894212789692e-05,1.56381655443943e-05,"52276/11799/20877/268697/16319",5
"GO:0090232","GO:0090232","positive regulation of spindle checkpoint","5/404","13/28905",6.1068748658766e-07,2.04894212789692e-05,1.56381655443943e-05,"52276/11799/20877/67052/16319",5
"GO:0090306","GO:0090306","meiotic spindle assembly","5/404","13/28905",6.1068748658766e-07,2.04894212789692e-05,1.56381655443943e-05,"12316/20878/54204/12442/67052",5
"GO:0061982","GO:0061982","meiosis I cell cycle process","12/404","142/28905",8.02773741698232e-07,2.66847938212653e-05,2.03666671504922e-05,"20878/107995/18817/234396/56739/12442/21973/11799/332110/67052/214901/12532",12
"GO:0045214","GO:0045214","sarcomere organization","8/404","55/28905",9.32109367112715e-07,3.06473601312349e-05,2.33910213814996e-05,"21956/12372/415115/12391/233199/17888/140781/16691",8
"GO:0090235","GO:0090235","regulation of metaphase plate congression","5/404","14/28905",9.39055602906918e-07,3.06473601312349e-05,2.33910213814996e-05,"52276/11799/54141/20877/16319",5
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","18/404","329/28905",1.07585175449353e-06,3.47955657534393e-05,2.65570613271375e-05,"11905/17395/12258/20319/55948/14433/100039229/78688/12955/20317/11799/16644/66968/74116/12954/100042025/30948/56327",18
