"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","35/1061","114/28905",5.77630387438932e-23,2.47803436211302e-20,2.16183009117097e-20,"67273/67126/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/18103/71679/11951/407785/17993/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/225887/17995",35
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","35/1061","115/28905",8.01645563879224e-23,3.15247117995505e-20,2.75020684239618e-20,"67273/67126/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/18103/71679/11951/407785/17993/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/225887/17995",35
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","30/1061","80/28905",8.98616113785783e-23,3.26197649304239e-20,2.84573896438559e-20,"67273/12859/84682/68375/66142/66576/67680/230075/12861/14004/434175/12862/12865/12534/75406/66594/12857/66148/12866/22272/66152/407785/268697/66218/78330/12868/107197/67264/225887/17995",30
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","51/1061","264/28905",1.31169507200409e-22,4.42134931770521e-20,3.85717250120902e-20,"67273/98660/67126/11636/68375/18639/54405/104130/66377/11983/74246/67680/595136/230075/57423/11958/16548/66437/68202/68198/56312/66091/12833/66043/75406/66916/67184/18746/14635/11676/56012/18103/71679/11951/407785/17993/102631912/66218/12257/28080/83433/69875/68342/78330/17991/11474/107197/67264/225887/17995/56327",51
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","36/1061","125/28905",1.60954973966286e-22,5.06364348097937e-20,4.41750809250629e-20,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/18103/71679/11951/407785/17993/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/225887/17995",36
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","51/1061","266/28905",1.87344989163918e-22,5.52550627415329e-20,4.82043587250054e-20,"67273/98660/67126/11636/68375/18639/54405/104130/66377/11983/74246/67680/595136/230075/57423/11958/16548/66437/68202/68198/56312/66091/12833/66043/75406/66916/67184/18746/14635/11676/56012/18103/71679/11951/407785/17993/102631912/66218/12257/28080/83433/69875/68342/78330/17991/11474/107197/67264/225887/17995/56327",51
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","30/1061","82/28905",2.09780446704133e-22,5.82325839998118e-20,5.08019397560286e-20,"67273/12859/84682/68375/66142/66576/67680/230075/12861/14004/434175/12862/12865/12534/75406/66594/12857/66148/12866/22272/66152/407785/268697/66218/78330/12868/107197/67264/225887/17995",30
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","35/1061","119/28905",2.86613609848307e-22,7.5140534715231e-20,6.55523876091653e-20,"67273/67126/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/18103/71679/11951/407785/17993/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/225887/17995",35
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","52/1061","281/28905",3.91852341719093e-22,9.73237473985475e-20,8.49049589176385e-20,"67273/98660/67126/11636/68375/18639/54405/104130/66377/11983/74246/67680/595136/230075/57423/11958/16548/66437/68202/68198/56312/66422/66091/12833/66043/75406/66916/67184/18746/14635/11676/56012/18103/71679/11951/407785/17993/102631912/66218/12257/28080/83433/69875/68342/78330/17991/11474/107197/67264/225887/17995/56327",52
"GO:0022904","GO:0022904","respiratory electron transport chain","33/1061","105/28905",4.31132558582268e-22,1.01725727197486e-19,8.87452335060658e-20,"67273/12859/84682/68375/66142/66576/67680/230075/12861/14004/68202/434175/110826/12862/12865/12534/75406/66594/12857/66148/12866/22272/66152/407785/268697/17993/66218/78330/12868/107197/67264/225887/17995",33
"GO:0033108","GO:0033108","mitochondrial respiratory chain complex assembly","32/1061","104/28905",3.8025385277622e-21,8.54484729167135e-19,7.45450034189373e-19,"67273/68375/54405/104130/66377/595136/230075/68033/68202/68198/66091/68332/75406/66916/67184/100503890/66487/208501/407785/75597/17993/102631912/66218/66379/69875/68342/67267/17991/66836/107197/67264/225887",32
"GO:0022900","GO:0022900","electron transport chain","33/1061","117/28905",1.91749665020883e-20,4.11303031469794e-18,3.58819588467308e-18,"67273/12859/84682/68375/66142/66576/67680/230075/12861/14004/68202/434175/110826/12862/12865/12534/75406/66594/12857/66148/12866/22272/66152/407785/268697/17993/66218/78330/12868/107197/67264/225887/17995",33
"GO:0019646","GO:0019646","aerobic electron transport chain","25/1061","64/28905",1.01908662855411e-19,2.09089991310733e-17,1.82409510493141e-17,"67273/12859/84682/68375/66142/66576/67680/230075/12861/12862/12865/75406/66594/12857/66148/12866/22272/66152/407785/66218/12868/107197/67264/225887/17995",25
"GO:0007059","GO:0007059","chromosome segregation","59/1061","419/28905",7.62156181149889e-19,1.49858959118597e-16,1.30736527389352e-16,"108000/381318/66977/12316/72119/215387/68612/12235/20878/51944/76464/16571/67037/56742/69928/73804/107995/52276/21335/66993/54392/434175/110033/12055/17345/18817/12447/68953/66311/12534/218977/71988/108912/56419/22137/67629/12442/21973/70385/11799/12189/208092/54141/66156/20877/70218/26886/268697/66336/60411/66570/26934/223970/72415/18140/67052/100502766/66468/67849",59
"GO:0010257","GO:0010257","NADH dehydrogenase complex assembly","24/1061","65/28905",2.62468410822617e-18,4.7638016564305e-16,4.15592694221561e-16,"67273/68375/54405/104130/66377/595136/230075/68202/68198/66091/75406/66916/67184/208501/407785/75597/17993/102631912/66218/69875/68342/17991/67264/225887",24
"GO:0032981","GO:0032981","mitochondrial respiratory chain complex I assembly","24/1061","65/28905",2.62468410822617e-18,4.7638016564305e-16,4.15592694221561e-16,"67273/68375/54405/104130/66377/595136/230075/68202/68198/66091/75406/66916/67184/208501/407785/75597/17993/102631912/66218/69875/68342/17991/67264/225887",24
"GO:0019693","GO:0019693","ribose phosphate metabolic process","61/1061","474/28905",1.66659670498673e-17,2.91284068549346e-15,2.5411538842897e-15,"67273/98660/67126/11636/68375/18639/54405/104130/66377/68603/11983/74246/67680/64059/595136/230075/57423/11958/16548/66437/68202/68198/56312/66091/21351/12833/66043/75406/66916/67184/21881/18746/14635/11676/56012/18103/71679/50773/11951/407785/17993/102631912/66174/66218/12257/64705/28080/83433/69875/68342/78330/17991/52538/11474/107197/67264/14544/73707/225887/17995/56327",61
"GO:0000819","GO:0000819","sister chromatid segregation","40/1061","222/28905",6.5581505282959e-17,1.10528258367958e-14,9.64245365269371e-15,"381318/66977/72119/215387/68612/12235/51944/76464/56742/73804/107995/52276/21335/66993/54392/434175/110033/12055/18817/68953/12534/22137/67629/21973/70385/11799/208092/54141/66156/20877/70218/268697/60411/26934/223970/18140/67052/100502766/66468/67849",40
"GO:0098813","GO:0098813","nuclear chromosome segregation","48/1061","317/28905",7.69776899478953e-17,1.25261282366937e-14,1.09277584532203e-14,"108000/381318/66977/12316/72119/215387/68612/12235/20878/51944/76464/16571/67037/56742/73804/107995/52276/21335/66993/54392/434175/110033/12055/18817/12447/68953/12534/22137/67629/12442/21973/70385/11799/208092/54141/66156/20877/70218/268697/60411/26934/223970/72415/18140/67052/100502766/66468/67849",48
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","57/1061","441/28905",1.59427827023548e-16,2.50779971908042e-14,2.18779730347052e-14,"67273/98660/67126/11636/68375/18639/54405/104130/66377/68603/11983/74246/67680/64059/595136/230075/57423/11958/16548/66437/68202/68198/56312/66091/12833/66043/75406/66916/67184/18746/14635/11676/56012/18103/71679/50773/11951/407785/17993/102631912/66218/12257/28080/83433/69875/68342/78330/17991/52538/11474/107197/67264/14544/73707/225887/17995/56327",57
"GO:0009259","GO:0009259","ribonucleotide metabolic process","58/1061","460/28905",2.69417812324628e-16,4.10123437535457e-14,3.5779051409223e-14,"67273/98660/67126/11636/68375/18639/54405/104130/66377/68603/11983/74246/67680/64059/595136/230075/57423/11958/16548/66437/68202/68198/56312/66091/12833/66043/75406/66916/67184/18746/14635/11676/56012/18103/71679/50773/11951/407785/17993/102631912/66218/12257/64705/28080/83433/69875/68342/78330/17991/52538/11474/107197/67264/14544/73707/225887/17995/56327",58
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","37/1061","199/28905",3.33298907849244e-16,4.91511733168933e-14,4.28793430459998e-14,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/18103/71679/11951/407785/17993/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/73707/225887/17995",37
"GO:0032543","GO:0032543","mitochondrial translation","30/1061","130/28905",4.56491182208668e-16,6.52782390558395e-14,5.69485490787273e-14,"107733/99045/66292/75593/64658/101122/24030/67308/67994/52443/66047/102060/234384/94065/66242/66121/68836/56282/216767/64656/64660/68572/121022/68611/67267/68463/68565/66419/353242/94063",30
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","35/1061","181/28905",5.95675981991199e-16,8.26763223240137e-14,7.21265871692749e-14,"381318/66977/72119/215387/68612/12235/51944/76464/56742/73804/107995/52276/54392/434175/110033/18817/68953/12534/22137/67629/70385/11799/208092/54141/66156/20877/70218/268697/60411/26934/18140/67052/100502766/66468/67849",35
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","37/1061","211/28905",2.3681918059527e-15,3.19299918065452e-13,2.78556335431008e-13,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/18103/71679/11951/407785/17993/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/73707/225887/17995",37
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","37/1061","219/28905",8.06804239535234e-15,1.05758589065744e-12,9.22634906673187e-13,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/18103/71679/11951/407785/17993/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/73707/225887/17995",37
"GO:0051310","GO:0051310","metaphase chromosome alignment","25/1061","98/28905",1.04908759013823e-14,1.33801198320603e-12,1.16727782788922e-12,"108000/381318/66977/51944/76464/67037/56742/73804/52276/434175/110033/68953/67629/70385/11799/208092/54141/20877/268697/26934/72415/67052/100502766/66468/67849",25
"GO:0140053","GO:0140053","mitochondrial gene expression","32/1061","167/28905",1.37927649414851e-14,1.71284362523337e-12,1.49427988050272e-12,"107733/99045/15108/66292/75593/64658/101122/24030/67308/67994/52443/103172/66047/102060/234384/94065/66242/66121/68836/56282/216767/64656/64660/68572/121022/68611/67267/68463/68565/66419/353242/94063",32
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","38/1061","240/28905",3.02029400869388e-14,3.6545557505196e-12,3.18822398596539e-12,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/20750/57423/11958/68202/68198/66091/66043/75406/66916/67184/18103/71679/11951/407785/17993/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/73707/225887/17995",38
"GO:0000280","GO:0000280","nuclear division","54/1061","454/28905",3.39978181405086e-14,4.01089259512651e-12,3.49909123019814e-12,"381318/66977/12316/72119/215387/68612/12235/20878/51944/76464/56742/69928/73804/22417/107995/52276/54392/23980/19362/434175/110033/17345/18817/12447/68953/12534/54427/234396/108912/102632837/22137/67629/12442/21973/20698/70385/11799/208092/54141/66156/20877/70218/60530/268465/268697/60411/26934/72415/18140/67052/74377/100502766/66468/67849",54
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","37/1061","233/28905",5.99435748710636e-14,6.89935926381828e-12,6.01898129193145e-12,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/18103/71679/11951/407785/17993/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/73707/225887/17995",37
"GO:0140014","GO:0140014","mitotic nuclear division","40/1061","270/28905",6.14629123539469e-14,6.90579722376846e-12,6.02459774978161e-12,"381318/66977/72119/215387/68612/12235/20878/51944/76464/56742/73804/107995/52276/54392/23980/434175/110033/17345/18817/68953/12534/108912/22137/67629/20698/70385/11799/208092/54141/66156/20877/70218/268697/60411/26934/18140/67052/100502766/66468/67849",40
"GO:0009165","GO:0009165","nucleotide biosynthetic process","39/1061","267/28905",2.01323750299687e-13,2.20941111084703e-11,1.92748393493777e-11,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/21877/18103/71679/11951/407785/17993/20135/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/73707/225887/17995",39
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","39/1061","269/28905",2.56840687686762e-13,2.75461637544052e-11,2.40311944866729e-11,"67273/67126/11636/68375/54405/104130/66377/67680/595136/230075/57423/11958/68202/68198/66091/66043/75406/66916/67184/21877/18103/71679/11951/407785/17993/20135/102631912/66218/28080/83433/69875/68342/78330/17991/107197/67264/73707/225887/17995",39
"GO:0051303","GO:0051303","establishment of chromosome localization","25/1061","113/28905",3.53838786326977e-13,3.7105894059489e-11,3.2371075867247e-11,"108000/381318/66977/51944/76464/67037/56742/73804/52276/434175/110033/68953/67629/70385/11799/208092/54141/20877/268697/26934/72415/67052/100502766/66468/67849",25
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","17/1061","50/28905",1.10400249530819e-12,1.13256255986072e-10,9.88044338478333e-11,"381318/66977/51944/76464/67037/73804/52276/434175/67629/11799/54141/20877/268697/26934/72415/67052/66468",17
"GO:0050000","GO:0050000","chromosome localization","25/1061","119/28905",1.22226287044433e-12,1.22720393311208e-10,1.07060920186064e-10,"108000/381318/66977/51944/76464/67037/56742/73804/52276/434175/110033/68953/67629/70385/11799/208092/54141/20877/268697/26934/72415/67052/100502766/66468/67849",25
"GO:0051983","GO:0051983","regulation of chromosome segregation","26/1061","130/28905",1.45121969365097e-12,1.4267303613206e-10,1.24467548725196e-10,"66977/215387/68612/12235/76464/73804/107995/52276/21335/66993/54392/434175/12055/17345/18817/12534/108912/22137/67629/70385/11799/66156/20877/268697/223970/67052",26
"GO:0031577","GO:0031577","spindle checkpoint signaling","16/1061","55/28905",7.51965313155327e-11,7.24188635261222e-09,6.31780094468418e-09,"66977/12235/20878/76464/107995/52276/434175/18817/56419/22137/67629/70385/11799/20877/268697/67052",16
"GO:1905818","GO:1905818","regulation of chromosome separation","18/1061","73/28905",1.03579691463172e-10,9.77585128029419e-09,8.52842470131508e-09,"66977/215387/68612/12235/76464/107995/52276/54392/434175/18817/22137/67629/70385/11799/66156/20877/268697/67052",18
"GO:0051304","GO:0051304","chromosome separation","19/1061","83/28905",1.26645584920597e-10,1.17184414752999e-08,1.02231348322901e-08,"66977/215387/68612/12235/76464/107995/52276/54392/434175/18817/22137/67629/21973/70385/11799/66156/20877/268697/67052",19
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","26/1061","161/28905",2.20207891118794e-10,1.99838661190305e-08,1.74338676551741e-08,"66977/72119/72080/20878/16571/56742/16765/107995/52276/21335/12615/434175/18817/68953/12534/218977/70385/11799/208092/20877/26886/268697/26934/18140/67052/100502766",26
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment","16/1061","59/28905",2.41575147620659e-10,2.13979239227287e-08,1.86674876393955e-08,"66977/56742/73804/52276/434175/110033/68953/70385/11799/208092/20877/268697/67052/100502766/66468/67849",16
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","21/1061","106/28905",2.44858633572229e-10,2.13979239227287e-08,1.86674876393955e-08,"66977/68612/12235/76464/107995/52276/21335/66993/434175/12055/18817/12534/22137/67629/70385/11799/66156/20877/268697/223970/67052",21
"GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation","16/1061","60/28905",3.18253595875988e-10,2.73061585261598e-08,2.3821814611885e-08,"66977/68612/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/66156/20877/268697/67052",16
"GO:0051306","GO:0051306","mitotic sister chromatid separation","16/1061","63/28905",7.02821255886903e-10,5.9225241188041e-08,5.16679310483774e-08,"66977/68612/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/66156/20877/268697/67052",16
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","19/1061","95/28905",1.47132600436869e-09,1.20496521419036e-07,1.05120820706851e-07,"66977/68612/12235/76464/107995/52276/21335/66993/434175/12055/18817/22137/67629/70385/11799/66156/20877/268697/67052",19
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling","14/1061","49/28905",1.50652569691102e-09,1.20496521419036e-07,1.05120820706851e-07,"66977/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/20877/268697/67052",14
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling","14/1061","49/28905",1.50652569691102e-09,1.20496521419036e-07,1.05120820706851e-07,"66977/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/20877/268697/67052",14
"GO:0007052","GO:0007052","mitotic spindle organization","22/1061","128/28905",1.58637539772263e-09,1.24768425030885e-07,1.08847617201635e-07,"66977/72119/20878/16571/56742/16765/107995/52276/21335/434175/18817/68953/218977/11799/208092/20877/26886/268697/26934/18140/67052/100502766",22
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","15/1061","58/28905",1.81856135510068e-09,1.38662023997229e-07,1.20968353208901e-07,"66977/12235/76464/107995/52276/434175/18817/12534/22137/67629/70385/11799/20877/268697/67052",15
"GO:0010639","GO:0010639","negative regulation of organelle organization","41/1061","390/28905",1.82179391562369e-09,1.38662023997229e-07,1.20968353208901e-07,"17926/66977/72119/12235/227753/76464/56292/666244/19241/16765/107995/52276/76571/19240/12391/434175/56312/23991/18817/80986/78688/56419/235180/22137/67629/56295/21973/69535/70385/11799/20877/268697/20259/12257/26425/22042/12449/67052/100502766/52538/14297",41
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","19/1061","98/28905",2.55021299465452e-09,1.86901324585794e-07,1.63052181094353e-07,"66977/68612/12235/76464/107995/52276/21335/66993/434175/12055/18817/22137/67629/70385/11799/66156/20877/268697/67052",19
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation","14/1061","51/28905",2.69321679843907e-09,1.86901324585794e-07,1.63052181094353e-07,"66977/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/20877/268697/67052",14
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation","14/1061","51/28905",2.69321679843907e-09,1.86901324585794e-07,1.63052181094353e-07,"66977/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/20877/268697/67052",14
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","14/1061","51/28905",2.69321679843907e-09,1.86901324585794e-07,1.63052181094353e-07,"66977/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/20877/268697/67052",14
"GO:0071174","GO:0071174","mitotic spindle checkpoint signaling","14/1061","51/28905",2.69321679843907e-09,1.86901324585794e-07,1.63052181094353e-07,"66977/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/20877/268697/67052",14
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation","14/1061","51/28905",2.69321679843907e-09,1.86901324585794e-07,1.63052181094353e-07,"66977/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/20877/268697/67052",14
"GO:0007051","GO:0007051","spindle organization","27/1061","195/28905",3.33580282510767e-09,2.267466881619e-07,1.97813162333945e-07,"66977/12316/72119/20878/51944/16571/56742/16765/69885/107995/52276/21335/434175/18817/68953/218977/12442/11799/208092/54141/20877/26886/268697/26934/18140/67052/100502766",27
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","42/1061","414/28905",3.36348128233376e-09,2.267466881619e-07,1.97813162333945e-07,"13007/21956/12316/72119/17868/98932/20878/227753/12373/242702/107995/52276/12615/76571/69871/12391/21955/18817/68953/66311/20054/50783/234384/218977/56419/68680/12442/16785/16669/11799/208092/54141/20877/26886/60411/11472/26934/432995/18140/67052/100502766/18175",42
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","18/1061","90/28905",3.96168252714964e-09,2.63312392191819e-07,2.29712977964155e-07,"66977/68612/12235/76464/107995/52276/66993/434175/12055/18817/22137/67629/70385/11799/66156/20877/268697/67052",18
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","14/1061","53/28905",4.67703011350675e-09,3.02341165830662e-07,2.63761568477648e-07,"66977/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/20877/268697/67052",14
"GO:1905819","GO:1905819","negative regulation of chromosome separation","14/1061","53/28905",4.67703011350675e-09,3.02341165830662e-07,2.63761568477648e-07,"66977/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/20877/268697/67052",14
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","18/1061","93/28905",6.86269944576434e-09,4.37636198440026e-07,3.81792568028227e-07,"66977/68612/12235/76464/107995/52276/66993/434175/12055/18817/22137/67629/70385/11799/66156/20877/268697/67052",18
"GO:0006123","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","9/1061","19/28905",7.75427905831881e-09,4.8789923834942e-07,4.25641900309963e-07,"12859/84682/66142/12861/12862/12865/12857/12866/12868",9
"GO:0051985","GO:0051985","negative regulation of chromosome segregation","14/1061","55/28905",7.90969481590258e-09,4.91129603108477e-07,4.28460061288019e-07,"66977/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/20877/268697/67052",14
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","20/1061","119/28905",1.2945787216833e-08,7.93391816574478e-07,6.92152751948513e-07,"66977/68612/12235/76464/107995/52276/23980/434175/17345/18817/108912/22137/67629/20698/70385/11799/66156/20877/268697/67052",20
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","14/1061","61/28905",3.33143685202229e-08,2.01551929547349e-06,1.75833326967061e-06,"66977/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/20877/268697/67052",14
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","10/1061","29/28905",4.51342907352001e-08,2.69605972125834e-06,2.35203479101089e-06,"67273/68375/230075/75406/66148/407785/66218/67264/225887/17995",10
"GO:0051783","GO:0051783","regulation of nuclear division","22/1061","153/28905",4.67725700211498e-08,2.75899697412257e-06,2.40694107043048e-06,"66977/68612/12235/76464/22417/107995/52276/23980/19362/434175/17345/18817/108912/22137/67629/20698/70385/11799/66156/20877/268697/67052",22
"GO:0051656","GO:0051656","establishment of organelle localization","44/1061","498/28905",8.78065318194037e-08,5.11554350192304e-06,4.46278552236112e-06,"108000/381318/19329/66977/72080/19215/51944/76464/67749/67037/56742/73804/52276/21335/12615/22320/434175/110033/67091/19428/18817/68953/108030/14533/20054/70045/235180/20616/67629/70385/11799/208092/54141/20877/217303/27681/268697/20969/26934/72415/67052/100502766/66468/67849",44
